Expandable Memory Type,Secondary Camera Resolution,Charging Type,SIM Count,Secondary Camera,RAM Size,Battery Size,Internal Memory,Version,Screen Size,SIM Type,Display Resolution,Colour Name,Display Type,Display Resolution Type,Operating System Version,Operating System,Voice Calling Capability,Fast Charging,Network Frequency Band,Processor Name,Number of Cores,Primary Camera Feature,Flash,Model Year,Network Type,Condition,Model Number,Model Name,Primary Camera (MP),Title,Price,Brand,Rating,Product Image,Product Link,Processor Speed,Product Weight,Operating System Number,Processor Number,What's In The Box,Glass Technology,Video Recording Resolution Type,Water/Dust Properties,Finish,Product Length,Product Height,Product Width/Depth,Maximum Expandable Memory,Refresh Rates,Sensor,Camera Type,Battery Type,Pixels Per Inch,Network,Audio Jack,Wireless
,5 MP,Type-C,Dual SIM,5 - 7.9 MP,2 GB,4000 mAh,32 GB,,6.2 in,,720x1520,Blue,LCD,HD,Android 11,Android,,,LTE,Quad-Core,Quad Core,Triple,Yes,,4G,New,,,8,"A22 Dual SIM, 32GB Internal Memory, 2GB RAM, 4G - Navy Blue",EGP 2499.00 Inclusive of VAT,IKU,1.5,"['https://f.nooncdn.com/p/pzsku/Z1C651B090EE54E204C87Z/45/_/1725971257/92e62a88-4822-4584-b982-cb0cd3a27749.jpg', 'https://f.nooncdn.com/p/pzsku/Z1BA3619A20EEF366C6D5Z/45/_/1725966375/d35fb3b6-86ab-4eee-a0a9-4ac55f37d955.jpg', 'https://f.nooncdn.com/p/pzsku/ZF26E1A3EB6553FAE6D0BZ/45/_/1725971707/a9881403-134d-47d8-ae76-79c07d58f65d.jpg', 'https://f.nooncdn.com/p/pzsku/Z30F5B71B6AF84E8D67ECZ/45/_/1725971006/e72c1827-63d3-4f4f-84df-a548d686b06a.jpg']",https://www.noon.com/egypt-en/a22-dual-sim-32gb-internal-memory-2gb-ram-4g-navy-blue/Z1C651B090EE54E204C87Z/p/?o=z1c651b090ee54e204c87z-1,,,,,,,,,,,,,,,fingerprint,,,,,3.5 mm,4G/3G/Wireless/Bluetooth
,12 MP,Type-C,Dual SIM,12 - 15.9 MP,12 GB,5000 mAh,256 GB,International Version,6.8 in,Nano SIM,,Titanium Gray,,,,Android,,,GSM/LTE/UMTS,,,Triple,,,5G,New,S24 Ultra Titanium Gray 12/256 International Version,S24 Ultra Titanium Gray 12/256 International Version,200+10+12,Galaxy S24 Ultra Dual SIM Titanium Gray 12GB RAM 256GB 5G - International Version,EGP 45850.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/pnsku/N70036947V/45/_/1705580048/ecdd88b8-8e28-4758-9a1e-deb3e6507f0e.jpg', 'https://f.nooncdn.com/p/pnsku/N70036948V/45/_/1705580060/3ce12b8d-b42a-4743-8cd8-da2ea0eaeeb1.jpg', 'https://f.nooncdn.com/p/pnsku/N70036949V/45/_/1705580057/0594b51d-51f3-4000-afee-7984d0292e55.jpg', 'https://f.nooncdn.com/p/pnsku/N70036950V/45/_/1705580011/cda32ae7-7263-4444-be34-40fc9963aca1.jpg']",https://www.noon.com/egypt-en/galaxy-s24-ultra-dual-sim-titanium-gray-12gb-ram-256gb-5g-international-version/N70036948V/p/?o=e62288f8a083a6bb,,,,,,,,,,,,,,120Hz,,,,,,,
,,,Dual SIM,,6 GB,5000 mAh,128 GB,International Version,6.72 in,Nano SIM,,Black,,,,,,,,,,,,,,New,A58,A58,,A58 Dual SIM Glowing Black 6GB RAM 128GB 4G- International Version,EGP 7590.00 Inclusive of VAT,OPPO,4.2,[],https://www.noon.com/egypt-en/a58-dual-sim-glowing-black-6gb-ram-128gb-4g-international-version/N70004196V/p/?o=e0662368601991eb,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,8 GB,5000 mAh,256 GB,International Version,6.67 in,Nano SIM,,Starlight Purple,,,Android 14,Android,,,,,,,,,,New,Realme C65 RMX3910,Realme C65 RMX3910,,Realme C65 RMX3910 Dual Sim 8GB RAM 256GB Starlight Purple-International version,EGP 7218.00 Inclusive of VAT,realme,3.3,[],https://www.noon.com/egypt-en/realme-c65-rmx3910-dual-sim-8gb-ram-256gb-starlight-purple-international-version/N70093967V/p/?o=e7f6fe4e5b5cb75d,,,,,,,,,,,,,,,"Fingerprint (side-mounted), accelerometer, gyro, proximity, compass",,,,,,
MicroSD,,Type-C,Dual SIM,,8 GB,5000 mAh,256 GB,Middle East Version,6.74 in,Nano SIM,,Midnight Black,LCD,,Android 13,Android,Yes,,,MediaTek Helio,Octa Core,,LED,,,New,23106RN0DA,Redmi 13C,,Redmi 13C Dual SIM Midnight Black 8GB RAM 256GB 4G - Middle East Version,EGP 6490.00 Inclusive of VAT,Xiaomi,4.1,[],https://www.noon.com/egypt-en/redmi-13c-dual-sim-midnight-black-8gb-ram-256gb-4g-middle-east-version/N70044663V/p/?o=eaaeec8eecbe4b1c,2 GHz,,13,MediaTek Helio G85,,Gorilla Glass,,,,,,,,90Hz,,,,,,,
MicroSD,8 MP,Type-C,Dual SIM,8 - 11.9 MP,6 GB,5000 mAh,128 GB,International Version,6.72 in,Nano SIM,,Sunny Oasis/green Oasis,LCD,,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Dual,,2023,4G,New,RMX3890,realme C67,108+2,C67 Dual SIM Sunny Oasis/green Oasis 6GB RAM 128GB 4G - International Version,EGP 6990.00 Inclusive of VAT,realme,4.3,"['https://f.nooncdn.com/p/pnsku/N70034343V/45/_/1703921462/d7a03578-6767-4d7a-92de-be72c71edc05.jpg', 'https://f.nooncdn.com/p/pnsku/N70034342V/45/_/1703921462/077e80ae-168f-4069-ae01-1fbde48d6d1e.jpg']",https://www.noon.com/egypt-en/c67-dual-sim-sunny-oasis-green-oasis-6gb-ram-128gb-4g-international-version/N70034342V/p/?o=da262449a21b38ee,,189.5 g,Realme UI 4.0,Snapdragon 685,"Handset,Adapter,USB cable,Quick guide,Warranty card",,,,,,7.59 mm,,,90Hz,"Accelerometer, Proximity Sensors, Fingerprint Scanner",,,,,,
,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5000 mAh,256 GB,Middle East Version,6.78 in,Nano SIM,,Lush Green,AMOLED,Full HD,,,Yes,Yes,WiFi,Qualcomm Snapdragon,Octa Core,Dual,LED,2024,5G,New,V2318,V30,50+50,V30 5G Dual SIM Lush Green 12GB RAM 256GB - Middle East Version,EGP 20222.00 Inclusive of VAT,vivo,4.6,"['https://f.nooncdn.com/p/pnsku/N70052198V/45/_/1710335403/b6a49b3a-3813-4eb5-b53b-71bc499621d4.jpg', 'https://f.nooncdn.com/p/pnsku/N70052196V/45/_/1719987223/094bf990-398c-44e9-9f22-97eebc898223.jpg', 'https://f.nooncdn.com/p/pnsku/N70052194V/45/_/1719987283/2dcba92a-c7c0-463a-aa4e-a2999ab1bd10.jpg']",https://www.noon.com/egypt-en/v30-5g-dual-sim-lush-green-12gb-ram-256gb-middle-east-version/N70052196V/p/?o=fb1b851b6d3f34fe,,186 g,FunTouch OS 14,7,Mobile Phone,Sapphire,,,,164.36 mm,7.45 mm,75.1 mm,,120Hz,"Fingerprint Scanner, Digital Compass, gyroscope",,,,,,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.71 in,Nano SIM,,Forest Green,,HD,Android 14,Android,Yes,,LTE,MediaTek Helio,Octa Core,Dual,LED,,4G,New,23129RN51X,Redmi A3 (4+128),8+QVGA MP,Redmi A3 Dual SIM Forest Green 4GB RAM 128GB 4G - Middle East Version,EGP 4749.00 Inclusive of VAT,Xiaomi,4.0,"['https://f.nooncdn.com/p/pnsku/N70045120V/45/_/1707638608/907661f0-94fc-4005-8781-66c13102f666.jpg', 'https://f.nooncdn.com/p/pnsku/N70045121V/45/_/1717588967/c7b078b3-54a6-4568-bc51-41e6897f29c2.jpg', 'https://f.nooncdn.com/p/pnsku/N70045122V/45/_/1707638856/c6768b1f-3d76-4667-858a-8f2b43d7593d.jpg']",https://www.noon.com/egypt-en/redmi-a3-dual-sim-forest-green-4gb-ram-128gb-4g-middle-east-version/N70045120V/p/?o=ce22a7ced271670d,2.2 GHz,193 g,14,G36,Mobile Phone | Adapter | USB Type-C Cable | SIM Eject Tool | Quick Start Guide | Safety Information,Gorilla Glass,1080p,,,168 mm,8.3 mm,76.3 mm,1 TB,90Hz,,,,,,,
MicroSD,16 MP,Type-C,Dual SIM,16 - 31.9 MP,12 GB,5000 mAh,512 GB,International Version,6.67 in,Nano SIM,,Black,AMOLED,,Android 14,Android,Yes,Yes,GSM/LTE,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,23113RKC6G,Poco F6 Pro,50+8+2 mp,POCO F6 Pro Dual SIM Black 12GB RAM 512GB 5G - Global Version,EGP 25990.00 Inclusive of VAT,Xiaomi,3.9,[],https://www.noon.com/egypt-en/poco-f6-pro-dual-sim-black-12gb-ram-512gb-5g-global-version/N70089591V/p/?o=d168969b54556dba,3.19 GHz,209 g,14,8 Gen 2 Mobile Platform,,Gorilla Glass,,,,160.86 mm,8.21 mm,74.95 mm,,120Hz,"Proximity Sensors, ambient_light_sensor, Accelerometer",,,,,,
MicroSD,5 MP,Type-C,Dual SIM,5 - 7.9 MP,6 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,,Yellow,,,,Android,,,LTE,,,Triple,,,4G,New,SM-A155FZYGMEA,Galaxy A15,50+5+2,Galaxy A15 Dual SIM Yellow 6GB RAM 128GB 4G LTE - Middle East Version,EGP 7299.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/pnsku/N70030440V/45/_/1702699238/6ae73ece-d29e-4a81-ba41-850055d0937f.jpg', 'https://f.nooncdn.com/p/pnsku/N70030439V/45/_/1702699236/4c3f3391-73b0-4537-a085-d9c2120bebb9.jpg', 'https://f.nooncdn.com/p/pnsku/N70030441V/45/_/1702699237/52e32406-441e-46a0-9c44-b6b64760ea38.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-yellow-6gb-ram-128gb-4g-lte-middle-east-version/N70030441V/p/?o=f73bc2f49758baad,,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",,,,,,,,1 TB,90Hz,,,,,,,
,,,,,,4000 mAh,32 GB,,2.8 in,,,Black,,,,,,,,,Single Core,,,,,,D1000,D1000,,"D1000 Rugged Phone, Dual Sim, with 4,000 mAh Battery - used as Power Bank 3A - Black/Green",EGP 1220.00 Inclusive of VAT,DARAGO,3.3,[],https://www.noon.com/egypt-en/d1000-rugged-phone-dual-sim-with-4-000-mah-battery-used-as-power-bank-3a-black-green/ZBC1F18797DF996B2B218Z/p/?o=zbc1f18797df996b2b218z-1,,,,1,,,,,,,,,,,,,,,,,
MicroSD,2 MP,Type-C,Dual SIM,Upto 4.9 MP,6 GB,5000 mAh,128 GB,Middle East Version,6.7 in,Nano SIM,1080x2400,Silver,,,,Android,,,LTE,,,,,,4G,New,SM-A057FZSHMEA,Galaxy A05s,50+2+2 mp,Galaxy A05s Dual SIM Silver 6GB RAM 128GB 4G LTE - Middle East Version,EGP 6826.50 Inclusive of VAT,Samsung,4.9,"['https://f.nooncdn.com/p/pnsku/N70027744V/45/_/1701414079/7ee4951f-e1a4-4d14-b2ea-57de07e6ca81.jpg', 'https://f.nooncdn.com/p/pnsku/N70027742V/45/_/1701414073/730bf770-f138-4aa1-bf0d-13652fe8d134.jpg', 'https://f.nooncdn.com/p/pnsku/N70027746V/45/_/1701414087/6d9d2b19-1b0d-4c15-bc8b-7f4c536e3de6.jpg']",https://www.noon.com/egypt-en/galaxy-a05s-dual-sim-silver-6gb-ram-128gb-4g-lte-middle-east-version/N70027746V/p/?o=c9c296b4502326ac,,,,,Usb-c Type Cable SIM Tray Ejector Quick Start Guide,,,,,,,,1 TB,90Hz,,,,,,,
,,,Dual SIM,,4 GB,5200 mAh,128 GB,Middle East Version,6.56 in,Nano SIM,,Sky Silver,,,,,,,,,,,,,,New,WDY-LX2,X6a,,X6a Dual SIM Sky Silver 4GB RAM 128GB 4G,EGP 4949.00 Inclusive of VAT,Honor,4.1,"['https://f.nooncdn.com/p/pnsku/N70022030V/45/_/1699261265/2980aaba-c763-49d0-b732-9cc0987afb39.jpg', 'https://f.nooncdn.com/p/pnsku/N70022032V/45/_/1699261276/ff865dc9-7d56-490f-a5ce-3c9b59337513.jpg', 'https://f.nooncdn.com/p/pnsku/N70022031V/45/_/1699261265/e359e660-14d3-4cae-8831-5f098e9dc7e9.jpg']",https://www.noon.com/egypt-en/x6a-dual-sim-sky-silver-4gb-ram-128gb-4g/N70022031V/p/?o=c36cb27f72645e2d,,,,,,,,,,,,,,,,,,,,,
,0 MP,Micro USB,Dual SIM,,8 MB,1150 mAh,16 MB,Middle East Version,2.8 in,Nano SIM,240x320,Dark Green,TFT,,Series 30,Nokia OS,,,GSM,,,,,2021,,,6310-2G8MB16MBdrkgreen-ME,Nokia 6310,0.2 MP,6310 Dual Sim Dark Green 8MB RAM 16MB 2G- Middle East Version,EGP 1222.00 Inclusive of VAT,NOKIA,3.1,[],https://www.noon.com/egypt-en/6310-dual-sim-dark-green-8mb-ram-16mb-2g-middle-east-version/N52006115A/p/?o=bd02ac46d6dabafc,,,,6531F,,,,,,,,,,,,Primary Camera,,,2G,,
,,,Dual SIM,,4 GB,5000 mAh,128 GB,Middle East Version,6.74 in,Nano SIM,,Clover Green,,,,,,,,,,,,,,New,"23100RN82L, 23106RN0DA",Redmi 13C,,Redmi 13C Dual SIM Clover Green 4GB RAM 128GB 4G,EGP 5350.00 Inclusive of VAT,Xiaomi,3.9,"['https://f.nooncdn.com/p/pnsku/N70040314V/45/_/1705987883/a26eb183-4b99-4f50-9677-fd50205c59c4.jpg', 'https://f.nooncdn.com/p/pnsku/N70055566V/45/_/1710579868/b7d05f96-1b29-4e7b-b3a7-892e9f71d0fb.jpg', 'https://f.nooncdn.com/p/pnsku/N70031437V/45/_/1710416719/71555f65-9cdf-4b6b-8bb7-338aac6882b3.jpg', 'https://f.nooncdn.com/p/pnsku/N70040316V/45/_/1705987877/026b1316-0fca-4b64-b139-7322dd0a2980.jpg']",https://www.noon.com/egypt-en/redmi-13c-dual-sim-clover-green-4gb-ram-128gb-4g/N70040314V/p/?o=c4cee6dccb2022dd,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,8 GB,4500 mAh,512 GB,Middle East Version,6.7 in,Nano SIM,,Glamorous Green,,,,,,,,,,,,,,New,LLY-LX2,X8b,,"X8b Dual SIM Glamorous Green 8GB RAM, 512GB, 4G LTE With Honor Earbuds X6",EGP 12399.00 Inclusive of VAT,Honor,4.6,[],https://www.noon.com/egypt-en/x8b-dual-sim-glamorous-green-8gb-ram-512gb-4g-lte-with-honor-earbuds-x6/N70068555V/p/?o=e0e4c2a30018f1eb,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,4 GB,5000 mAh,128 GB,Middle East Version,6.74 in,Nano SIM,,Carbon Black,IPS LCD,,,Android,,,,,Octa Core,,,2023,4G,New,RMX3830,Realme C51,,C51 Dual SIM 4GB RAM 128GB Carbon Black 4G - Middle East Version,EGP 5438.95 Inclusive of VAT,realme,4.4,[],https://www.noon.com/egypt-en/c51-dual-sim-4gb-ram-128gb-carbon-black-4g-middle-east-version/N53439402A/p/?o=f793ecc94d13968a,,,,,,,,,,,,,,90Hz,,,,,,,
,12 MP,Type-C,Dual SIM,12 - 15.9 MP,12 GB,5000 mAh,256 GB,International Version,6.8 in,Nano SIM,,Titanium Violet,,,,Android,,,GSM/LTE/UMTS,,,Triple,,,5G,New,"S24 Ultra Titanium Violet 12/256 International Version, SM-S928B/DS",S24 Ultra Titanium Violet 12/256 International Version,200+10+12,Galaxy S24 Ultra Dual SIM Titanium Violet 12GB RAM 256GB 5G - International Version,EGP 45850.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70036947V/45/_/1705580048/ecdd88b8-8e28-4758-9a1e-deb3e6507f0e.jpg', 'https://f.nooncdn.com/p/pnsku/N70036948V/45/_/1705580060/3ce12b8d-b42a-4743-8cd8-da2ea0eaeeb1.jpg', 'https://f.nooncdn.com/p/pnsku/N70036949V/45/_/1705580057/0594b51d-51f3-4000-afee-7984d0292e55.jpg', 'https://f.nooncdn.com/p/pnsku/N70036950V/45/_/1705580011/cda32ae7-7263-4444-be34-40fc9963aca1.jpg']",https://www.noon.com/egypt-en/galaxy-s24-ultra-dual-sim-titanium-violet-12gb-ram-256gb-5g-international-version/N70036949V/p/?o=deaadfc18b9f61cc,,,,,,,,,,,,,,120Hz,,,,,,,
,,Type-C,Dual SIM,,6 GB,4912 mAh,128 GB,International Version,6.7 in,Nano + eSIM,,Blue,Dynamic AMOLED,,,iOS,Yes,Yes,,Apple Bionic,Octa Core,Dual,LED,2023,5G,New,iPhone 15 Plus,iPhone 15 Plus,,iPhone 15 Plus 128GB Blue 5G With FaceTime - International Version,EGP 45555.00 Inclusive of VAT,Apple,4.6,"['https://f.nooncdn.com/p/pnsku/N53432593A/45/_/1694762140/525f77ac-634b-4f10-b6a2-0ad9ad8c67b0.jpg', 'https://f.nooncdn.com/p/pnsku/N53432662A/45/_/1694762173/6092f45c-07a4-4576-8a29-872dc6cfcc41.jpg', 'https://f.nooncdn.com/p/pnsku/N53432550A/45/_/1694762153/c31a3e12-c0aa-4281-911b-433d198ad0e6.jpg', 'https://f.nooncdn.com/p/pnsku/N53433271A/45/_/1694762189/11be0148-22e6-4ac2-8c91-db5105e2e23a.jpg', 'https://f.nooncdn.com/p/pnsku/N53432695A/45/_/1694762138/0cde4ccc-3549-4262-b23f-cb892db981c0.jpg']",https://www.noon.com/egypt-en/iphone-15-plus-128gb-blue-5g-with-facetime-international-version/N53432662A/p/?o=f55301f7b31081bf,,,17.0,A16,,,,,,,,,,60Hz,,,,,,,
,13 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,5000 mAh,256 GB,Middle East Version,6.6 in,Nano SIM,1080x2400,Awesome Graphite,Super AMOLED,,,Android,,Yes,,MediaTek Dimensity,Octa Core,Triple,LED,2023,5G,New,A34 Graphite 8/256,Galaxy A34,48+8+5 MP,Galaxy A34 Dual Sim Awesome Graphite 8GB RAM 256GB 5G - Middle East Version,EGP 14430.00 Inclusive of VAT,Samsung,4.3,"['https://f.nooncdn.com/p/v1678441651/N53389447A_1.jpg', 'https://f.nooncdn.com/p/v1678441651/N53389446A_1.jpg', 'https://f.nooncdn.com/p/v1678441652/N53389448A_1.jpg']",https://www.noon.com/egypt-en/galaxy-a34-dual-sim-awesome-graphite-8gb-ram-256gb-5g-middle-east-version/N53389447A/p/?o=a5b1f9fa86cfdffc,,,13,MT6877V,,,,,,,,,,90Hz,,,,,,,
,,,Dual SIM,,32 MB,2500 mAh,32 MB,,1.77 in,,,Red,,,,,,,GSM,,,Single,,,,,,,.03,"M23 Dual Sim, 1.77 inches, 2500mAh battery, 2G - Red",EGP 444.00 Inclusive of VAT,KXD,3.7,"['https://f.nooncdn.com/p/pzsku/ZFC21CA5027BA037B35E1Z/45/_/1702388188/100f246d-0f3b-42f0-86ab-f0f051b78420.jpg', 'https://f.nooncdn.com/p/pzsku/Z2CC6F3605581246098B8Z/45/_/1702393161/59c257ea-e77a-4cbd-808c-d600394f60e9.jpg', 'https://f.nooncdn.com/p/pzsku/Z00FEC06AA51EDB24E3AFZ/45/_/1702229894/58e14bcd-591f-4b8c-84d2-3ec4b497ee73.jpg']",https://www.noon.com/egypt-en/m23-dual-sim-1-77-inches-2500mah-battery-2g-red/Z2CC6F3605581246098B8Z/p/?o=z2cc6f3605581246098b8z-1,,,,,,,,,,,,,,,,,,,2G GSM(850MHz/900MHz/1800MHz/1900MHz),,
No Expandable Memory,12 MP,Type-C,Dual SIM,12 - 15.9 MP,8 GB,3577 mAh,256 GB,Middle East Version,6.3 in,Nano + eSIM,,Desert Titanium,OLED,,iOS 18,iOS,Yes,Yes,,,Hexa Core,Triple,Dual Tone flash,2024,5G,New,"MYN23AE/A , MYN23AH/A",iPhone 16 Pro,48+48+12,iPhone 16 Pro 256GB Desert Titanium 5G With FaceTime - Middle East Version,EGP 72222.00 Inclusive of VAT,Apple,4.3,"['https://f.nooncdn.com/p/pnsku/N70105579V/45/_/1725965028/655e67ae-fda2-4075-9eba-7cc281a9f427.jpg', 'https://f.nooncdn.com/p/pnsku/N70105580V/45/_/1725965005/42e61dba-7a45-4c48-93c6-081a26548a2e.jpg', 'https://f.nooncdn.com/p/pnsku/N70105566V/45/_/1725964970/d2981d83-cbac-4186-88ff-da07983c8577.jpg', 'https://f.nooncdn.com/p/pnsku/N70105565V/45/_/1725964960/570ca7e7-4406-4576-84a3-7b7398b2a075.jpg']",https://www.noon.com/egypt-en/iphone-16-pro-256gb-desert-titanium-5g-with-facetime-middle-east-version/N70105580V/p/?o=c4e517eed145a29b,,199 g,,A18 Pro,,,,,,71.5 mm,149.6 mm,8.3 mm,,120Hz,,,,,,,
MicroSD,13 MP,Type-C,Dual SIM,12 - 15.9 MP,4 GB,5000 mAh,128 GB,Middle East Version,6.5 in,Nano SIM,,Yellow,,,,Android,,,LTE,,,Triple,,2023,4G,New,SM-A155FZYDMEA,BSM-A155F/1D4N,50+5+2,Galaxy A15 Dual Sim Yellow 4GB RAM 128GB 4G - Middle East Version,EGP 6350.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70029832V/45/_/1706601417/c68be273-1532-4459-a8fc-19392b1b3521.jpg', 'https://f.nooncdn.com/p/pnsku/N70029833V/45/_/1707827506/fe9e2494-8a28-461d-9cbe-919e57b43ccc.jpg', 'https://f.nooncdn.com/p/pnsku/N70029834V/45/_/1703094041/92e034d5-5880-4b9a-8466-cf79fe22d2df.jpg']",https://www.noon.com/egypt-en/galaxy-a15-dual-sim-yellow-4gb-ram-128gb-4g-middle-east-version/N70029834V/p/?o=b5a9e744844d311b,,,,,"USB-C Type Cable, SIM Tray Ejector, Quick Start Guide",,,,,,,,1 TB,90Hz,,,,,,,
MicroSD,16 MP,Type-C,Dual SIM,16 - 31.9 MP,12 GB,5000 mAh,512 GB,India Version,6.67 in,Nano SIM,2700 x 1228,Fushion Purple,OLED,FHD+,Android 13,Android,VoLte,120W HyperCharge,"GSM, WCDMA FDD - LTE",MediaTek Dimensity,8-Core,Dual,LED,2023,5G,New,REDMI Note 13 Pro,Redmi Note 13 Pro+ 5G,200MP Ultra-High Res Camera,Redmi Note 13 Pro+ 5G 12 Gb + 512 Gb Fushion Purple  - Indian Version,EGP 18950.00 Inclusive of VAT,Xiaomi,4.2,[],https://www.noon.com/egypt-en/redmi-note-13-pro-5g-12-gb-512-gb-fushion-purple-indian-version/N70036048V/p/?o=ed30852a78a93f3c,2.8 GHz,199 g,Volte,4nm Process Technology,Redmi Note 13 Pro+ 5G x 1 120W Adapter x 1 USB Type-C Cable x 1 SIM Eject Tool x 1 User Guide x 1 Warranty Card x 1 Quick Start Guide x 1 Protective Case x 1,Gorilla Glass 5,"1080p (100fps), 1080p(30fps), 1080p(60fps), 1440P (30fps), 1440P (60fps), 4K (30fps), 720P(200fps)",Water Resistant and Dust Resistant,,161 mm,74 mm,8.9 mm,1 TB,120Hz,"Proximity Sensor, Ambient Light Sensor, Accelerometer",,,1.5K - 2712 x 1220,,,5G
,,,Dual SIM,,12 GB,5000 mAh,512 GB,International Version,6.67 in,Nano SIM,1080x2400,Amber Orange,,,Android 14,Android,,,,,,,,2024,5G,New,Reno 12F,Reno 12F,,Reno 12F 5G Dual SIM Amber Orange 12GB RAM 512GB - International Version,EGP 15490.00 Inclusive of VAT,OPPO,4.5,[],https://www.noon.com/egypt-en/reno-12f-5g-dual-sim-amber-orange-12gb-ram-512gb-international-version/N70096101V/p/?o=c9210460fe2e09aa,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,12 MP,Type-C,Dual SIM,12 - 15.9 MP,12 GB,4000 mAh,256 GB,Middle East Version,6.4 in,Nano SIM,1812x2176,Silver Shadow,AMOLED,FHD+,Android 14,Android,Yes,,GSM/LTE,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,SM-F741BZSAMEA,Flip 6,12 MP + 12 MP + 12,Galaxy Z Flip 6 Single SIM + eSIM Silver Shadow 12GB RAM 256GB 5G - Middle East Version,EGP 39999.00 Inclusive of VAT,Samsung,4.4,"['https://f.nooncdn.com/p/pnsku/N70085226V/45/_/1723174170/00f69892-813e-465c-851b-1e981bb05561.jpg', 'https://f.nooncdn.com/p/pnsku/N70085222V/45/_/1721894902/aaee9d11-c9b1-46ed-aa8c-6a6d0f9b4b6d.jpg', 'https://f.nooncdn.com/p/pnsku/N70085223V/45/_/1721894964/ed35b597-ce6a-47b7-a1a6-1b7d34748e03.jpg', 'https://f.nooncdn.com/p/pnsku/N70085227V/45/_/1723174173/72e4da28-0e9a-43ac-9e6a-dea2740a3440.jpg', 'https://f.nooncdn.com/p/pnsku/N70085224V/45/_/1721894952/91270228-e30b-484e-ae2a-3e746b194bb2.jpg', 'https://f.nooncdn.com/p/pnsku/N70085228V/45/_/1723174188/8453c2d3-2f36-43da-9a10-72802ded394d.jpg', 'https://f.nooncdn.com/p/pnsku/N70085225V/45/_/1721894943/563a789a-a04d-411d-a7e1-9559eab86e2a.jpg']",https://www.noon.com/egypt-en/galaxy-z-flip-6-single-sim-esim-silver-shadow-12gb-ram-256gb-5g-middle-east-version/N70085224V/p/?o=d6d73cfb58ccce8e,,,,,,,,,,,,,,,,,,,,,
No Expandable Memory,50 MP,Type-C,Dual SIM,32 MP & Above,12 GB,5200 mAh,512 GB,Middle East Version,6.78 in,Nano SIM,1284x2778,Moonlight White,OLED,FHD+,Android 14,Android,Yes,Yes,GSM/LTE/UMTS,Qualcomm Snapdragon,Octa Core,Triple,LED,2024,5G,New,"5109BFWE, ELP-NX9",HONOR 200 Pro,50+50+12 Mp,200 Pro 5G Dual SIM Moon Light White 12GB RAM + 512GB - Middle East Version,EGP 29999.00 Inclusive of VAT,Honor,N/A,"['https://f.nooncdn.com/p/pnsku/N70091785V/45/_/1720687160/8bb06ead-2f40-4675-9e7c-3bbabd3e4b3a.jpg', 'https://f.nooncdn.com/p/pnsku/N70091787V/45/_/1720687168/3c0d5687-c5c3-47eb-99b9-2ccdc42b96d7.jpg', 'https://f.nooncdn.com/p/pnsku/N70091786V/45/_/1720687158/d18e377d-e130-4654-9ea2-2177a0f1c995.jpg']",https://www.noon.com/egypt-en/200-pro-5g-dual-sim-moon-light-white-12gb-ram-512gb-middle-east-version/N70091787V/p/?o=d0a031108316558e,,,,,,,,,,,,,,,,,,,,,
,,,Dual SIM,,6 GB,6000 mAh,256 GB,Middle East Version,6.8 in,Nano SIM,,Flowing Silver,,,,,,,,,,,,,,New,CLK - LX2,X7b,,"X7b Dual SIM 6GB RAM 256GB 4G - Flowing Silver, With Honor X6 Earbuds - White",EGP 9650.00 Inclusive of VAT,Honor,5.0,"['https://f.nooncdn.com/p/pnsku/N70070457V/45/_/1715139127/834919ba-44a1-466e-bbb7-4fe8dbf8a2ae.jpg', 'https://f.nooncdn.com/p/pnsku/N70070456V/45/_/1715139123/ba9199a8-1d9c-4ba0-8c84-3022c2f63ca3.jpg', 'https://f.nooncdn.com/p/pnsku/N70070455V/45/_/1715139117/3a0372d7-bfdc-4176-84df-dcd7303dad0d.jpg']",https://www.noon.com/egypt-en/x7b-dual-sim-6gb-ram-256gb-4g-flowing-silver-with-honor-x6-earbuds-white/N70070456V/p/?o=cd9c76eff4ef546b,,,,,,,,,,,,,,,,,,,,,
